enhanced_nb_neg,enhanced_nb_neu,enhanced_nb_pos
0.3719887874015248,0.43835487997708616,0.18965633262138912
0.19675542537226853,0.23676588160272688,0.5664786930250046
0.22275462749817607,0.3321877425320725,0.4450576299697515
0.38324467776559457,0.3034783840396647,0.31327693819474084
0.47511156733690596,0.3130047933110407,0.21188363935205334
0.2784926426198846,0.5384843928673744,0.18302296451274094
0.6439264073719088,0.2773143242950634,0.07875926833302765
0.20292933849595818,0.43401677187767873,0.36305388962636315
0.3463342076573148,0.37559806325239886,0.27806772909028626
0.37126974966490317,0.2987600240331007,0.3299702263019961
0.2782806766847244,0.5306216164528071,0.19109770686246833
0.3869578781768775,0.2719509440025774,0.3410911778205451
0.5908158757106928,0.2554586182146828,0.1537255060746244
0.4569972930246264,0.2407991956162607,0.30220351135911294
0.3589974557136992,0.3515973294574284,0.28940521482887244
0.31576202986558005,0.32348229806825585,0.3607556720661641
0.39972062967500677,0.30202899936972666,0.2982503709552665
0.45391168598204146,0.3230543334848872,0.2230339805330713
0.2355166142369552,0.2632587502442887,0.5012246355187561
0.2643968971157064,0.5965513134888654,0.1390517893954282
0.2864922976437921,0.4802261647591189,0.23328153759708903
0.3425538159763274,0.3504822609076971,0.30696392311597553
0.21367630242998503,0.3613003486557127,0.42502334891430216
0.4031042572260059,0.32538903602855146,0.27150670674544275
0.3939767201486231,0.39112178166385403,0.214901498187523
0.22866443543766451,0.4244837179630098,0.34685184659932566
0.26266193871156107,0.5090581662291689,0.22827989505927013
0.4542921556242323,0.4284313637361561,0.1172764806396116
0.5357537758323279,0.294145158746302,0.17010106542137018
0.2954760511033423,0.31695800642617317,0.3875659424704846
0.39532197155693627,0.19618449320167347,0.40849353524139026
0.2752079731540647,0.580229112746973,0.1445629140989623
0.15958072368461335,0.4988935756534294,0.3415257006619573
0.26586018221620333,0.25960297066819765,0.47453684711559896
0.3895790230725983,0.3132897600713325,0.2971312168560692
0.1717945886034027,0.6008055899547086,0.22739982144188872
0.6830146282783967,0.21334077965641016,0.10364459206519315
0.20759388661720166,0.595690104223426,0.19671600915937235
0.2559180651489825,0.32563833913088985,0.41844359572012757
0.38605527364569087,0.20577568818839548,0.40816903816591366
0.33254688802913546,0.3889470191294534,0.2785060928414112
0.4442976706130536,0.27344020132684976,0.2822621280600967
0.38593921133346765,0.21997128067933205,0.3940895079872003
0.4061934770124122,0.34015518128754174,0.2536513417000461
0.4728294747188837,0.4466178638494577,0.08055266143165861
0.38082125338102113,0.4158968216619635,0.20328192495701533
0.21468918904806436,0.4371462816764629,0.3481645292754727
0.4140177377484151,0.34077860322220016,0.24520365902938468
0.2208990465441758,0.22943703076807334,0.5496639226877508
0.27967982792340174,0.3483609103488122,0.3719592617277861
0.25110587131875023,0.30467289698440964,0.44422123169684014
0.5716253707240675,0.21877467654767144,0.209599952728261
0.38432164992663703,0.40503792259906896,0.21064042747429404
0.28649067145086843,0.2134427674361531,0.5000665611129784
0.3074580601859845,0.39777880277851424,0.2947631370355012
0.33976752842332075,0.46748559944819884,0.19274687212848043
0.3352595376474303,0.3518479287892126,0.31289253356335706
0.4515211479834753,0.3516946177549875,0.19678423426153718
0.294015919459631,0.3690189960455113,0.3369650844948576
0.35202911664282216,0.4918889727486996,0.1560819106084782
0.25520635268256525,0.3869462504634361,0.35784739685399847
0.3890751746834466,0.345444437175925,0.2654803881406284
0.28611888041241407,0.29426112748126826,0.4196199921063177
0.22953403365401165,0.2756385581901149,0.4948274081558734
0.3119697068968642,0.32724800305598234,0.36078229004715345
0.2615445209400082,0.24955606418937856,0.48889941487061317
0.261807621411618,0.33327688197941685,0.4049154966089651
0.3238930966912722,0.3654670852350878,0.31063981807364005
0.11021980156780035,0.3822391860948508,0.5075410123373488
0.3326151930193333,0.3226281255978099,0.3447566813828567
0.46549773251381127,0.2623202124870754,0.27218205499911335
0.3999787818347664,0.3603112259041312,0.23970999226110234
0.4865169255556214,0.26373857857179583,0.24974449587258277
0.33220234072651644,0.43037760535547026,0.23742005391801319
0.22185945763104778,0.3949334845744427,0.3832070577945096
0.27990378838546776,0.3376338342449719,0.38246237736956024
0.37096198373833744,0.27720142707648565,0.3518365891851769
0.2695307505900392,0.2877801281921881,0.4426891212177727
0.4483394511129848,0.3306846745798682,0.22097587430714702
0.1671751922190951,0.22404454598190854,0.6087802617989964
0.2817758211575484,0.3730522455328895,0.3451719333095619
0.39519457853352324,0.4692907109375265,0.13551471052895042
0.3887241747131301,0.387287550415322,0.22398827487154796
0.18614712811763467,0.5973337365230943,0.21651913535927111
0.25364635984548284,0.16971816878416163,0.5766354713703554
0.30842583016687725,0.3721488709188605,0.31942529891426225
0.3852247421479709,0.3086415089385364,0.3061337489134926
0.43958215600908496,0.35843462045189545,0.2019832235390196
0.5977517807760896,0.27428636596201217,0.1279618532618983
0.4536909818574775,0.2908847869068234,0.25542423123569896
0.37609983938598257,0.3327722047515506,0.2911279558624668
0.3414375082012122,0.3615184300526156,0.2970440617461721
0.20907081455537901,0.5470800055511957,0.24384917989342525
0.34730365864936386,0.4806510777533986,0.1720452635972375
0.3068375639276872,0.3589616153373124,0.33420082073500035
0.3276971925696553,0.3859086119129944,0.2863941955173504
0.38392945505300585,0.38246566677999466,0.23360487816699943
0.3600578458173955,0.3476238880777291,0.29231826610487527
0.31984536151296034,0.33007114622071715,0.3500834922663225
0.26459764420286946,0.3858870790594019,0.3495152767377286
0.23834213238492283,0.43298246005167057,0.32867540756340663
0.3091167619876981,0.30721190078455024,0.38367133722775165
0.5364569865112522,0.29165108852251437,0.17189192496623337
0.37660447973449573,0.38507814685480524,0.23831737341069908
0.1525979147311604,0.40881292023786636,0.4385891650309731
0.20208869764058507,0.4153518325231748,0.3825594698362401
0.2599512856534983,0.24850657296087286,0.49154214138562885
0.33608826338702175,0.46743592791288335,0.1964758087000949
0.3999268651541024,0.2555592275368435,0.34451390730905423
0.1296099385612686,0.21117459279160258,0.6592154686471289
0.35965545843412833,0.2994182697758479,0.34092627179002377
0.5358775136101063,0.16056561866617464,0.3035568677237191
0.39978261528226633,0.28696099325828134,0.3132563914594523
0.4128564952444666,0.29138168245356305,0.2957618223019703
0.48904171535937274,0.362114006434099,0.1488442782065283
0.3083513416379148,0.3122195122817926,0.37942914608029277
0.42224506366061115,0.31847646639758154,0.25927846994180737
0.30729299646956326,0.35083789304274415,0.3418691104876926
0.32896123935608484,0.32592611164961455,0.34511264899430055
0.26736668872034824,0.30104595702470066,0.43158735425495104
0.28693875419817333,0.5229248351494411,0.19013641065238565
0.29316025430129916,0.5820635815112606,0.12477616418744021
0.4125426674711697,0.3137459360347274,0.2737113964941029
0.3003719198292908,0.35221843066150516,0.34740964950920394
0.2646626121416687,0.4091580687263238,0.3261793191320074
0.31632126758547635,0.5578742713190853,0.12580446109543836
0.2190290265328885,0.2882626181054362,0.49270835536167523
0.24626377296934765,0.48873675939435857,0.2649994676362938
0.2637429876906136,0.32530115684718813,0.41095585546219826
0.3540832043491785,0.46754685571346444,0.17836993993735706
0.41726260018093775,0.369379025036452,0.2133583747826102
0.3447330633836831,0.4095022705166256,0.2457646660996912
0.4122727602179554,0.33202457758180387,0.25570266220024074
0.4294631730877875,0.4068273190094094,0.16370950790280306
0.3929957541291854,0.4472493469288142,0.1597548989420005
0.3450481444698624,0.2179375727012106,0.4370142828289269
0.6034172351023582,0.1914665892212685,0.2051161756763732
0.38331156959743173,0.3355125380439294,0.2811758923586388
0.4484021230497975,0.4081015241197803,0.14349635283042222
0.3187611547208786,0.37783086517194747,0.30340798010717396
0.18514692109469333,0.2024053677301271,0.6124477111751796
0.1488504360056317,0.4830101109683258,0.36813945302604245
0.6365818789861294,0.2479934118946667,0.11542470911920392
0.4490974974369402,0.23324214488257655,0.3176603576804832
0.3904984226752038,0.21256472804284085,0.3969368492819553
0.3727976952641469,0.40200333077896927,0.22519897395688387
0.250051299524459,0.4609084347243818,0.28904026575115915
0.3380333203421158,0.36716928187785364,0.2947973977800306
0.5741898343721377,0.2556973822399208,0.17011278338794159
0.5061259613415472,0.29443849924855414,0.1994355394098986
0.4038749608724565,0.29383104804236443,0.30229399108517907
0.6059517218125962,0.3053087374088297,0.0887395407785741
0.24107807441485646,0.3352038173573954,0.42371810822774814
0.5148076100012763,0.17404630002718455,0.31114608997153914
0.14600846618639385,0.438705745871274,0.41528578794233206
0.2440025010655542,0.35023580599881726,0.40576169293562847
0.13368714729055345,0.43919973516729194,0.4271131175421546
0.3825299833035118,0.39641176524138233,0.22105825145510594
0.3358744255292042,0.4226793405027643,0.24144623396803155
0.373316883753748,0.4980185439455708,0.12866457230068115
0.4344696755382928,0.23465344259110393,0.33087688187060327
0.2989846003182911,0.3903856839009758,0.3106297157807331
0.19583178117537636,0.48264229167782213,0.32152592714680145
0.1766426602688162,0.2622234909376071,0.5611338487935766
0.43008690738549155,0.30197106949835056,0.2679420231161578
0.6576814620246745,0.16000761232185082,0.1823109256534746
0.17406935757781225,0.35936775335490706,0.46656288906728066
0.3991181142951479,0.49253610135604076,0.10834578434881133
0.4572431201729765,0.27390853990803526,0.26884833991898827
0.3590163171459741,0.2804152930985739,0.36056838975545197
0.4432586169055163,0.26375837173055483,0.29298301136392885
0.31884113468329744,0.4251730332067903,0.2559858321099123
0.3153716259074797,0.21960375120739692,0.46502462288512336
0.29755048021844716,0.3449012908618676,0.35754822891968524
0.31157131585961295,0.42039800410576994,0.26803068003461716
0.39783648417885786,0.30841174056204973,0.29375177525909235
0.4116350937788026,0.4130966367541678,0.17526826946702972
0.24020868075285984,0.25123216034784057,0.5085591588992996
0.4209439996854017,0.27647908075116306,0.3025769195634354
0.4022451518886772,0.32738646796971166,0.27036838014161124
0.3156224475780042,0.3876394725854987,0.2967380798364971
0.3138011009192528,0.3230169822462686,0.36318191683447854
0.3563228768679338,0.3354076069511727,0.30826951618089354
0.3097130194922285,0.5704134534519026,0.11987352705586879
0.25540198677821474,0.24006174417468695,0.5045362690470983
0.40683460568210045,0.19910912095694022,0.3940562733609594
0.38152816188454824,0.2559300915819891,0.36254174653346266
0.3790185499725731,0.31420775249984517,0.30677369752758155
0.35421402766524157,0.2592939370428212,0.3864920352919371
0.3809724932606746,0.42338426611382113,0.1956432406255043
0.18400439566453272,0.29816251797508914,0.5178330863603783
0.5670493589365327,0.32246175748074934,0.1104888835827177
0.1976386732458847,0.1697037419263243,0.6326575848277911
0.22626660298651616,0.3141264888233659,0.45960690819011785
0.311528440752672,0.43633424043290886,0.25213731881441914
0.35761024765926275,0.40003850414959957,0.2423512481911376
0.35816116502182593,0.5613221110239964,0.08051672395417774
0.47633580700209943,0.2968942297684785,0.226769963229422
0.28234673447579667,0.29973425141653187,0.4179190141076714
0.5606779572767027,0.23874626139918106,0.2005757813241164
0.1418349973285304,0.3036607279703469,0.5545042747011226
0.25814750479909865,0.33251058782525955,0.40934190737564186
0.3680963691679799,0.2968586369593953,0.3350449938726249
0.43452296614468583,0.32087289701890687,0.24460413683640722
0.34862280102827703,0.3713567171356531,0.28002048183607
0.37530420944689696,0.40755200775380573,0.21714378279929736
0.4388102504784823,0.3126988241903044,0.24849092533121328
0.27211037576600283,0.17136774947513225,0.556521874758865
0.22910999956583938,0.2809718151756446,0.4899181852585161
0.3139831441438476,0.34535375030181764,0.34066310555433466
0.3806250994140194,0.2500952200479449,0.3692796805380358
0.32213323690813866,0.38826948695981606,0.2895972761320452
0.3067583733784956,0.3092873748637153,0.38395425175778913
0.2905136270522371,0.2052113629979729,0.5042750099497899
0.3872517585510999,0.26330078250868,0.34944745894022006
0.41939051919063075,0.2969593187081083,0.2836501621012609
