base_svm_neg,base_svm_neu,base_svm_pos
0.36216186965192887,0.3241690084613321,0.313669121886739
0.33736536603946854,0.3205875474135892,0.3420470865469423
0.33665263857713945,0.33008928730661213,0.33325807411624847
0.0840529486413806,0.32840988713855124,0.5875371642200682
0.2537028359316187,0.5363793624372393,0.20991780163114204
0.3297900191111325,0.3918165726034392,0.2783934082854283
0.426237153678362,0.31884067552697065,0.25492217079466734
0.35893886238064726,0.3659345705793199,0.27512656704003297
0.33655073031019056,0.33150721927979776,0.33194205041001174
0.3991080927317251,0.3521199299909187,0.24877197727735617
0.3233354065458867,0.39499024401142746,0.28167434944268577
0.33006959330854413,0.36719914103679213,0.3027312656546637
0.4475763090275124,0.3137620034524758,0.23866168752001188
0.31715068360312476,0.35016658671286066,0.33268272968401463
0.3497264001971988,0.2902205209351355,0.3600530788676658
0.2988998725433556,0.3271795309555358,0.3739205965011084
0.4526072273931043,0.3247605438237828,0.22263222878311276
0.38985482772579283,0.29904966730555993,0.3110955049686473
0.32725686384451913,0.34848454903149023,0.3242585871239905
0.48600118280864896,0.40693959761097914,0.10705921958037186
0.45823592374546585,0.44171183033717354,0.10005224591736057
0.3456782297206759,0.3364054384128477,0.3179163318664763
0.3035878833174424,0.3513362143969137,0.34507590228564383
0.35566854970669715,0.332245140737548,0.31208630955575467
0.3078548261106803,0.36318331786722724,0.3289618560220925
0.2731802093920526,0.34716718209363856,0.3796526085143088
0.3417375144198808,0.34875978330746926,0.3095027022726498
0.35210216003330025,0.34048240070405666,0.30741543926264314
0.329462686204254,0.32560175861710117,0.3449355551786448
0.33007953438102444,0.35287467398938704,0.3170457916295885
0.33129069166400765,0.311135478086226,0.3575738302497663
0.22617724066147163,0.5958656657711544,0.1779570935673739
0.03923307692632906,0.7251913793846285,0.2355755436890425
0.30786002110618077,0.3417404414737326,0.35039953742008656
0.2576436263740716,0.292356323638429,0.4500000499874994
0.35524273488911107,0.37770458645010324,0.26705267866078564
0.3899951692767139,0.35023358748017064,0.25977124324311535
0.3288470079326405,0.357351359892313,0.31380163217504653
0.30232350102465577,0.3742734803766693,0.32340301859867493
0.48920336431747835,0.23597736415281184,0.27481927152970975
0.3346384058967398,0.35500096247001794,0.31036063163324223
0.40628827034607906,0.32502241503749024,0.2686893146164307
0.4153588684872531,0.27280131348619785,0.31183981802654914
0.32480082935368565,0.38192833339245846,0.29327083725385583
0.3775108940470089,0.32636110871956986,0.2961279972334213
0.397501694143409,0.32941343562338943,0.2730848702332017
0.06737770148687577,0.5456880804226145,0.38693421809050976
0.41335858229933425,0.32899937232679877,0.2576420453738669
0.2920774061538423,0.30098113104640534,0.4069414627997524
0.2684259948352386,0.40677573341944406,0.3247982717453173
0.30303517310678774,0.34916104201666087,0.3478037848765515
0.5842772667218242,0.23324264474930614,0.18248008852886974
0.22936378918247988,0.4247819222459142,0.3458542885716059
0.3667455680766048,0.282012395587808,0.3512420363355873
0.31226971938571774,0.36543434329791924,0.32229593731636297
0.3674958069521201,0.33222016922404507,0.3002840238238349
0.3318042283655344,0.33843651268884734,0.3297592589456182
0.21875378483537097,0.38345559703341675,0.3977906181312122
0.35428622460602166,0.34298012361680696,0.3027336517771715
0.32494934869727055,0.381917052073229,0.29313359922950044
0.013372958163266176,0.6010540449951313,0.38557299684160257
0.4734825261840598,0.39472018012610444,0.1317972936898358
0.3504708009523187,0.3317746509181262,0.31775454812955517
0.33835269475773294,0.3063894914842786,0.3552578137579885
0.21153374795784824,0.3666268962135283,0.42183935582862353
0.1785612623968034,0.5871259675333678,0.23431277006982884
0.3188617419720193,0.350606692774085,0.3305315652538958
0.39597113911290477,0.309444520740288,0.29458434014680707
0.2908923700540931,0.3409339356297689,0.36817369431613794
0.36597155366823353,0.23698798161618026,0.3970404647155861
0.33524678348833975,0.3300725110715982,0.33468070544006207
0.3297740676663178,0.3125917286121646,0.3576342037215176
0.9707285071105052,0.02783069976675321,0.001440793122741591
0.30540549548482127,0.3567098125158177,0.33788469199936105
0.32340229061414266,0.3270169691601818,0.3495807402256755
0.29096725618930774,0.36484016760131865,0.3441925762093736
0.362569627925033,0.3138148270001103,0.3236155450748567
0.33099004912253177,0.30178281440141536,0.367227136476053
0.3697424103058609,0.49906213437638886,0.13119545531775023
0.3181836058486482,0.3130020842147758,0.36881430993657593
0.4614458353297535,0.29977126298258633,0.23878290168766017
0.4477565054583789,0.33847883334847484,0.21376466119314613
0.34333130021796787,0.38268165063892073,0.27398704914311145
0.2223763788300616,0.4384596866764869,0.33916393449345156
0.35505742075699853,0.29611677517138896,0.3488258040716125
0.3489407379760371,0.3320410433166412,0.3190182187073217
0.4259459286715967,0.35839703128436323,0.21565704004404
0.35934676923880987,0.30681080035189745,0.33384243040929257
0.3673764122938289,0.3125899052056999,0.3200336825004713
0.4274538497972928,0.3372295372192781,0.235316612983429
0.3700206617577144,0.31117185077426013,0.31880748746802545
0.3201950679537642,0.35480376370279837,0.3250011683434374
0.1344497686843716,0.5331315755311802,0.3324186557844483
0.3138095518919735,0.31225385579980486,0.3739365923082216
0.28618041139659073,0.4192764341806544,0.2945431544227548
0.4274782555033581,0.3291884278474161,0.2433333166492257
0.41180221906886455,0.347955194542135,0.24024258638900034
0.32085230033820333,0.3714506680886339,0.30769703157316264
0.33812244636887856,0.3427508480051632,0.3191267056259583
0.5442391873656326,0.24965722617975578,0.2061035864546116
0.295159050870406,0.3541011805611785,0.3507397685684156
0.0328470742267036,0.46046295981551755,0.5066899659577789
0.28924190400996713,0.38792874483926454,0.3228293511507683
0.3136724284904854,0.4201316343090905,0.2661959372004242
0.3142650117799609,0.3672553422375511,0.318479645982488
0.2987113684037747,0.3818351087470851,0.3194535228491401
0.3120824529197244,0.31476956469343914,0.3731479823868365
0.3011176343459763,0.4164674645696319,0.28241490108439177
0.33947618407832875,0.3963281076445101,0.26419570827716127
0.2738357156067867,0.3385042097034987,0.38766007468971453
0.4837920914642411,0.24051530209413455,0.27569260644162424
0.3150282203777374,0.3235832123127772,0.36138856730948526
0.3479018213304183,0.3398828892746764,0.3122152893949053
0.32623173899843433,0.3667080032390218,0.3070602577625439
0.5245109315048598,0.3049115456490639,0.17057752284607633
0.3734003988403009,0.3212460420758382,0.30535355908386097
0.34843204229438834,0.3807081083208656,0.27085984938474605
0.4339309796037816,0.3197472961733638,0.24632172422285462
0.3908128197295513,0.3343541788973366,0.2748330013731121
0.0756245001638333,0.4328552010614566,0.49152029877471015
0.3526882021675455,0.3375932636092052,0.3097185342232493
0.3645084248681422,0.34533848203913525,0.2901530930927225
0.5722467821445358,0.2964183353665027,0.1313348824889615
0.3489386840115256,0.3349076217967273,0.31615369419174727
0.31065840040145315,0.3992635513040529,0.2900780482944941
0.4384197650157092,0.3105256799636488,0.25105455502064206
0.19925981795216702,0.404709005622431,0.3960311764254019
0.2879886017191965,0.37486589947346594,0.3371454988073376
0.45246960599613134,0.3493014245347308,0.19822896946913784
0.38605263769893583,0.3300268470469184,0.2839205152541458
0.4123308070134797,0.38637094968429736,0.20129824330222298
0.2521453104120763,0.32809887193385806,0.4197558176540658
0.3902701606666606,0.37069487659391953,0.2390349627394198
0.3436362359980442,0.35411921828714604,0.3022445457148098
0.30102040550171494,0.4202563481749507,0.27872324632333434
0.2775897345506259,0.35213969693742425,0.3702705685119498
0.4647803824931942,0.3191705644535632,0.21604905305324257
0.31925276088287546,0.34514246612272564,0.33560477299439884
0.30688788889387447,0.36816202095228295,0.3249500901538427
0.2800328273883291,0.3955935436806369,0.32437362893103394
0.32574022887733106,0.2755199563890047,0.3987398147336641
0.18893425319267917,0.398274199716361,0.4127915470909599
0.3801020150355207,0.3438735543863374,0.27602443057814197
0.38023998765082034,0.27204050551480813,0.3477195068343716
0.4016737151279528,0.2705691334816758,0.3277571513903713
0.30484832338771994,0.35005577492982687,0.34509590168245324
0.2844119781615806,0.566349912170737,0.14923810966768228
0.2789039975419036,0.3966259250013623,0.32447007745673406
0.4853705346632014,0.2911094457601616,0.22352001957663692
0.33062363928720795,0.3376122723114723,0.33176408840131966
0.36991120797326354,0.30128258610483577,0.32880620592190074
0.387578726534457,0.3083379306917707,0.30408334277377236
0.36029136816494034,0.3323683679003001,0.3073402639347596
0.3284789363934085,0.3219120057794609,0.3496090578271307
0.1778729770104898,0.4100010870208413,0.412125935968669
0.35490413116464725,0.3269286709472361,0.3181671978881167
0.3099280367152109,0.34936628039170664,0.34070568289308245
0.25427388817697233,0.5200520294176512,0.22567408240537654
0.3485301663116644,0.3586306422713904,0.2928391914169453
0.39373837224472297,0.3193922203518416,0.2868694074034355
0.20483561506708445,0.3962730694506517,0.39889131548226375
0.35835612106913195,0.38974840620951473,0.25189547272135326
0.07473824333752456,0.4725516555634907,0.45271010109898474
0.22615627041275183,0.36248997326137355,0.41135375632587456
0.470089762185988,0.32359939788019226,0.20631083993381982
0.39881735260668194,0.3079897955532106,0.29319285184010746
0.07341397063738787,0.4477232103495706,0.47886281901304156
0.3817528997609396,0.3335396326105453,0.2847074676285151
0.4313737057364542,0.3710933087064911,0.1975329855570547
0.32995111589929327,0.3602093520205893,0.30983953208011744
0.41055700758650765,0.29851993065725446,0.2909230617562378
0.3235080008535189,0.3392011798407878,0.33729081930569327
0.17895448911079448,0.45470403000538456,0.36634148088382096
0.32034090752871397,0.28126673558547016,0.39839235688581587
0.2560437460955841,0.38377205159557415,0.36018420230884185
0.4580949665760335,0.3163407277013187,0.2255643057226478
0.2600038997805131,0.3844477680951086,0.35554833212437825
0.3179272138543028,0.3615979349649574,0.3204748511807399
0.3134355386989018,0.3988165314438774,0.2877479298572209
0.3670839531552983,0.34054375680958404,0.2923722900351176
0.2941104371199609,0.3335247855637046,0.37236477731633455
0.22327912756172547,0.37572607292107896,0.4009947995171957
0.3379005152987402,0.3633846486988434,0.29871483600241644
0.36077888233790634,0.3597964914892494,0.27942462617284414
0.36616678253249346,0.29222383519341955,0.34160938227408694
0.32310814874654503,0.32270652281340634,0.35418532844004863
0.37920790226383144,0.33872141442135806,0.2820706833148106
0.4355684294602741,0.2995768451254856,0.2648547254142403
0.32731846515006496,0.3497985985242538,0.32288293632568127
0.5068802402910418,0.29726889125651107,0.19585086845244692
0.30094368325566423,0.31951415322313237,0.37954216352120335
0.45681113242094523,0.3765317866167553,0.1666570809622996
0.2400692286187096,0.29876709794798806,0.4611636734333024
0.27316671114406266,0.3472656825361157,0.3795676063198216
0.31104009567424673,0.44241706238315875,0.24654284194259457
0.3780816178047143,0.333594097753138,0.28832428444214775
0.32455415954308703,0.41333276511302514,0.2621130753438878
0.30036827689742185,0.3614313904715242,0.3382003326310539
0.17346129499266602,0.5190833168513943,0.3074553881559397
0.28841013822949346,0.3506733576013342,0.36091650416917226
0.2761812429005687,0.34206356711698627,0.38175518998244506
0.3330446362683573,0.3376513857193305,0.3293039780123123
0.32560506801476874,0.33125212334554116,0.34314280863969004
0.4346647053732935,0.3161911113226884,0.2491441833040181
0.36793894433351954,0.34793730375195975,0.2841237519145207
0.3105840873665045,0.38392070908032766,0.3054952035531679
0.35312534786096306,0.34241742122409147,0.3044572309149456
0.3039024463137366,0.34194189062727803,0.3541556630589853
0.3338966893448793,0.32211864414413544,0.34398466651098525
0.26897427393432033,0.2228568182079117,0.5081689078577678
0.3272938493967948,0.2693383199646826,0.4033678306385226
0.3307109359441981,0.35431995854694504,0.314969105508857
0.2992422845902811,0.3580196661370861,0.3427380492726328
0.36765455526724544,0.28817175681318147,0.34417368791957287
0.41704563135524514,0.28122506986575796,0.30172929877899696
0.33454518458096705,0.32727259142409837,0.3381822239949345
0.33458519739613696,0.34939209500205926,0.3160227076018038
0.32078422961078384,0.3309886502021247,0.34822712018709145
0.2805135769018823,0.34915264121755607,0.3703337818805616
0.2809552216434383,0.365212571697776,0.3538322066587857
0.23484043164299007,0.49228685555754353,0.2728727127994664
0.4135319877718198,0.3485540681439992,0.23791394408418093
0.2857457050531848,0.33100862869941117,0.383245666247404
0.4578292997068991,0.2862487175272887,0.2559219827658122
0.17244206155429728,0.3773932375719521,0.4501647008737507
0.31127449196240053,0.35782233730522445,0.330903170732375
0.38799390390208194,0.3231235901269243,0.2888825059709937
0.3202460255181758,0.3921008496706184,0.28765312481120586
0.404163199492985,0.32676983304186275,0.26906696746515213
0.3318042283655344,0.33843651268884734,0.3297592589456182
0.33623514902391327,0.33523419319895054,0.32853065777713614
0.38317218675260223,0.41430132569287537,0.2025264875545223
0.3175391242183314,0.34573929291465544,0.33672158286701304
0.3479070071069133,0.3308086306848335,0.32128436220825324
0.37958524287258355,0.3195582885250395,0.30085646860237697
0.33807901912860777,0.33623886532469305,0.32568211554669907
0.29908236656649373,0.39372181012819085,0.30719582330531536
