base_nb_neg,base_nb_neu,base_nb_pos
0.3591458063968828,0.36758904497812633,0.27326514862499085
0.1980644050392764,0.25798669148046416,0.5439489034802594
0.22926402172919083,0.25464044429286814,0.5160955339779408
0.2650240482646175,0.26569021062638487,0.4692857411089976
0.6497976105401908,0.19134153270823365,0.1588608567515755
0.18750738009166,0.6071935182209645,0.20529910168737547
0.40391234485195526,0.29473330041553397,0.3013543547325109
0.22124192076154167,0.37022052594451194,0.4085375532939463
0.2811786551939487,0.44968712174616504,0.26913422305988627
0.602923268674185,0.22378968975433747,0.17328704157147767
0.19078276970278318,0.5912995437222993,0.21791768657491745
0.36911882605942364,0.41616320732179773,0.2147179666187786
0.553018199349206,0.26953933739320757,0.17744246325758625
0.47610887254380924,0.29134213196831427,0.23254899548787644
0.26161857743226147,0.5131473423420525,0.22523408022568595
0.3679619938647593,0.26681102136187773,0.3652269847733631
0.5633911970456034,0.2622511998302172,0.17435760312417942
0.5507574294517128,0.23730472062898023,0.21193784991930686
0.27760546436558337,0.3641547453534323,0.3582397902809843
0.25920642911772845,0.5152199754437179,0.22557359543855363
0.23152876598933472,0.5672731905143705,0.20119804349629475
0.35702156195961837,0.33246060992139154,0.31051782811899
0.2199075276347784,0.27295722427131064,0.5071352480939111
0.3588491709643579,0.33325016947932135,0.30790065955632073
0.3370289200105477,0.45980108218797855,0.20316999780147388
0.20732874360323675,0.25721704121453476,0.5354542151822286
0.3924362377273259,0.33605652614973175,0.2715072361229424
0.305863436873252,0.31103484340226084,0.38310171972448714
0.23790757416072675,0.29593405615802393,0.4661583696812493
0.4498641729327876,0.3080426882464475,0.2420931388207649
0.28952086365500646,0.26431465707379415,0.4461644792711995
0.18619551708708915,0.614999154934157,0.19880532797875386
0.19414363986404543,0.6032851398308271,0.20257122030512748
0.39664254983803915,0.2929637839711289,0.31039366619083203
0.18138438948741456,0.36381015536636696,0.4548054551462185
0.25889570660735495,0.5156074144356096,0.22549687895703527
0.5475956203486831,0.2753530048789981,0.17705137477231878
0.3626915904068387,0.2832045229486794,0.35410388664448195
0.5044164553846294,0.30625239334984833,0.1893311512655222
0.17066938563193051,0.21043730447445405,0.6188933098936155
0.411541711393861,0.31704911850489637,0.27140917010124277
0.37066988321016436,0.32988850462030594,0.2994416121695297
0.3872503914524345,0.20923119618617977,0.40351841236138564
0.31945539975603915,0.4379043039708654,0.24264029627309547
0.29481973439764014,0.48375598504881984,0.22142428055354008
0.6146524699005773,0.21859952998636567,0.166748000113057
0.18640388431867558,0.6126333261253606,0.20096278955596383
0.43475833926048707,0.3483955099895881,0.21684615074992483
0.2778137737153575,0.26056298540147316,0.46162324088316947
0.2072158551106407,0.2350733280499615,0.5577108168393978
0.2974758548834263,0.32085807899711255,0.3816660661194611
0.557315848703527,0.26298304279429857,0.17970110850217436
0.3150777118653641,0.3889767243845901,0.2959455637500459
0.4044360428096798,0.2918121478732127,0.30375180931710755
0.23393470544193132,0.5606069964417657,0.205458298116303
0.44416993895507106,0.27800128802962676,0.27782877301530207
0.3445978469199147,0.3290906072635426,0.32631154581654276
0.6114127347231714,0.21915857902535477,0.1694286862514738
0.2533059898326905,0.3015510159417252,0.44514299422558445
0.523538337969009,0.29397007919671536,0.18249158283427577
0.23153055137081166,0.5672727964879687,0.20119665214121962
0.23169512869718545,0.5667611700759773,0.20154370122683724
0.45134923696652773,0.28214301388669,0.2665077491467823
0.29945855883761174,0.24242876269878244,0.4581126784636059
0.3184271833830159,0.4616133351255273,0.2199594814914569
0.45861078117616993,0.31994249652089907,0.221446722302931
0.3016703658752056,0.3280571072162768,0.3702725269085175
0.22509932659344828,0.3262414925122368,0.448659180894315
0.18479408698704902,0.3000788445568042,0.5151270684561469
0.23399037804588962,0.544683437591237,0.2213261843628733
0.4693357337245734,0.276696749620498,0.2539675166549288
0.6106333499977689,0.21929837116575904,0.17006827883647216
0.5527944718938693,0.21127853030004895,0.2359269978060817
0.3384483424787079,0.4006954995073015,0.26085615801399065
0.39647013620625715,0.3140936848995605,0.2894361788941823
0.21040928912160162,0.2315124120895319,0.5580782987888665
0.4856861866872326,0.22923530729518551,0.2850785060175819
0.3197588149180098,0.3723295685257489,0.3079116165562412
0.18729709124343083,0.6113366215779841,0.201366287178585
0.1945907724593569,0.38531974022881904,0.420089487311824
0.25729221571868605,0.5038594665123852,0.23884831776892873
0.26978497286248454,0.5060561203298614,0.2241589068076541
0.3915151889607619,0.3727211380146241,0.23576367302461396
0.18717879412625466,0.6126397299022873,0.200181475971458
0.22045071131249538,0.23714529526557476,0.5424039934219297
0.29996077458506315,0.3656672565997429,0.33437196881519393
0.6015288082947139,0.22792614281437917,0.17054504889090688
0.5345251530948603,0.2684317040934615,0.19704314281167828
0.5618310012039962,0.26257076206280144,0.1755982367332023
0.5602892724367275,0.26460973994521586,0.17510098761805643
0.3983667489447804,0.4098410201630576,0.19179223089216194
0.23789507079770386,0.2674171943853385,0.4946877348169575
0.21480785699278918,0.29276694583132473,0.49242519717588595
0.6286531903225474,0.20683368865344784,0.1645131210240048
0.20096043220018167,0.2266419352675869,0.5723976325322313
0.5453347185625212,0.26794732624124057,0.18671795519623816
0.408165033434215,0.27320209543143337,0.31863287113435174
0.332700225531275,0.4614622336291778,0.20583754083954717
0.3372632076049205,0.32700021854723654,0.3357365738478429
0.2601357367607245,0.5145183045796172,0.22534595865965834
0.17680667795367985,0.28016677931658945,0.5430265427297307
0.1720193611284307,0.299351518915145,0.5286291199564243
0.18656423299075148,0.6096954848929912,0.20374028211625728
0.3966608943300045,0.3890846628909677,0.21425444277902786
0.2910620605051184,0.3359160856072559,0.37302185388762565
0.2207096514394605,0.29841801685089103,0.4808723317096485
0.21861846494479514,0.2460327792093835,0.5353487558458213
0.2570531639996857,0.538208711367313,0.20473812463300142
0.5486369252813433,0.2623434685680145,0.18901960615064223
0.23085761064309895,0.26935784468510227,0.4997845446717987
0.20136659140627916,0.22629470882528058,0.5723386997684402
0.3686234465192439,0.25206745917880635,0.3793090943019496
0.2757101653364469,0.30252513763266226,0.42176469703089087
0.2414749450519875,0.2885417760684068,0.4699832788796058
0.47952721884515925,0.3266895572310246,0.19378322392381617
0.29151860210928426,0.37506672293633664,0.33341467495437915
0.6320678090430654,0.20123703301070775,0.16669515794622689
0.20483018663090327,0.2873656875719174,0.5078041257971794
0.311988396525366,0.2900305419847389,0.39798106148989526
0.23510239268650931,0.39546018657197574,0.36943742074151503
0.4044388791259224,0.35137496339199975,0.24418615748207784
0.40137195507746204,0.39457705273239546,0.20405099219014244
0.6112551833167679,0.21947498015111577,0.16926983653211644
0.34331752983054664,0.3416298776726319,0.31505259249682155
0.23620449539338373,0.33503020348691775,0.42876530111969857
0.2691234267248918,0.5060949476573601,0.22478162561774812
0.16301597593302722,0.21681665380168214,0.6201673702652907
0.2433558564517583,0.4539450289513985,0.30269911459684323
0.6192838875493583,0.21839811473861948,0.16231799771202227
0.46050104651941487,0.329586747505708,0.20991220597487711
0.18666614706898668,0.614341718106796,0.19899213482421724
0.22935942038597482,0.29297569715216126,0.477664882461864
0.5988456102161697,0.23043566397816587,0.17071872580566458
0.5577524282815234,0.27045952960984304,0.1717880421086335
0.21072120016599288,0.46541940116234704,0.32385939867166
0.2551058902258635,0.21108462195289182,0.5338094878212445
0.4647003267535538,0.27014131139268305,0.2651583618537632
0.20538879943017607,0.24465510877923222,0.5499560917905916
0.25885493283248234,0.5124458043685332,0.2286992627989844
0.39218149332549324,0.39027657969096535,0.21754192698354133
0.18505713555327585,0.2338839147265542,0.58105894972017
0.2588444614101812,0.5152585189664012,0.2258970196234176
0.5635263163580542,0.2626839742755677,0.17378970936637816
0.5960315276126206,0.22643451589322655,0.17753395649415296
0.18755656830887957,0.25564145039879943,0.5568019812923211
0.259991227800227,0.5143647896950237,0.2256439825047493
0.2315736534626429,0.5672211603121482,0.20120518622520883
0.22007276160049172,0.31775075931442237,0.46217647908508586
0.553114108783792,0.2643933481390389,0.18249254307716922
0.38821817709231765,0.30982038440962173,0.30196143849806073
0.23127930029920596,0.4638769932037054,0.30484370649708864
0.6241081760014398,0.2022566891982913,0.1736351348002691
0.21678698387137169,0.3293997599123507,0.45381325621627755
0.47506419148686907,0.271879567543162,0.25305624096996887
0.2459470341120274,0.44384539415889646,0.3102075717290761
0.556134165182437,0.2630856845932578,0.18078015022430524
0.2634010483569767,0.2829232722942654,0.453675679348758
0.18684425247204428,0.6139811754235616,0.19917457210439427
0.25710803401345755,0.5373036371365116,0.2055883288500308
0.3149799459484066,0.451549612250874,0.23347044180071932
0.3582707071760187,0.3058319699984587,0.33589732282552276
0.25927342880005855,0.49670036703013176,0.2440262041698097
0.2589119436701173,0.5155867620396835,0.22550129429019924
0.22176128029247416,0.28774244944575267,0.49049627026177334
0.5977187381889156,0.2218024330395451,0.1804788287715392
0.5273464520490466,0.24685832138117536,0.2257952265697781
0.210460972847375,0.30599391514433144,0.4835451120082935
0.4218851630905001,0.35294254685714815,0.2251722900523518
0.5634021670417468,0.2662992065998338,0.17029862635841939
0.592421929578223,0.24110432629406264,0.16647374412771418
0.26144996703050666,0.3223179980858036,0.4162320348836898
0.21792037648384477,0.30211670655527484,0.4799629169608804
0.18543618038788312,0.42489336746461953,0.3896704521474974
0.23086904589743434,0.5061345924988986,0.262996361603667
0.2745142930948557,0.36635694113920203,0.35912876576594216
0.6085479920909763,0.22128573394417764,0.17016627396484602
0.37854306068482296,0.41312267765311894,0.20833426166205812
0.20682391506211437,0.2317152594145925,0.5614608255232931
0.29878048608642255,0.2769264383016566,0.4242930756119209
0.3721356556426239,0.3475835620499647,0.2802807823074113
0.26458960150322036,0.4964491888498314,0.23896120964694825
0.39526643826167834,0.37822526140784535,0.22650830033047625
0.31627546061505735,0.3471369914802648,0.33658754790467793
0.3923038513615977,0.3648330960724524,0.24286305256594992
0.3292081926655095,0.26416293343192704,0.4066288739025635
0.26996452599057774,0.2667145554396085,0.46332091856981367
0.5471904382127994,0.20677850643435872,0.24603105535284184
0.45330613370388867,0.3377374615311965,0.2089564047649148
0.3830220520850764,0.2934690142568537,0.32350893365807
0.2655237387230521,0.5091616686649829,0.2253145926119649
0.5600159391554715,0.21037817950830423,0.22960588133622434
0.5159001599172827,0.309613423785726,0.1744864162969913
0.1661284883846357,0.21440756703068228,0.6194639445846821
0.16358145129807816,0.21076257660562686,0.6256559720962951
0.2472055131731007,0.5404087783919518,0.21238570843494753
0.4207518543893934,0.312302923893216,0.26694522171739055
0.46053045902700357,0.3545658973648993,0.18490364360809708
0.2506516945191947,0.39866953226046464,0.3506787732203407
0.1970026307345291,0.5744890563920552,0.2285083128734158
0.3015496618183412,0.3628754925377485,0.3355748456439104
0.24845568518709144,0.3391922541512734,0.4123520606616352
0.3067754830336375,0.35474598320774137,0.33847853375862114
0.21114781561312418,0.2610500422483346,0.527802142138541
0.610896822668925,0.21978623569189443,0.16931694163918054
0.222824554281102,0.3531757544904169,0.42399969122848113
0.3911667814937993,0.39449456586475856,0.21433865264144206
0.30593375540535594,0.31588574031666533,0.3781805042779787
0.45925810784494764,0.29384187146941326,0.2469000206856391
0.3268829587766563,0.3291681892271197,0.343948851996224
0.23484764759107904,0.5627786941378591,0.20237365827106188
0.22115941066873815,0.24989014210916366,0.528950447222098
0.24949201868121149,0.4928144638721025,0.25769351744668606
0.2786770980476898,0.2571464943561179,0.46417640759619233
0.162087663021774,0.208160726864317,0.6297516101139089
0.2937588902517002,0.29918190034856756,0.40705920939973217
0.45740810623013417,0.3018830056102549,0.2407088881596109
0.4318618145109561,0.34092102898547727,0.22721715650356658
0.270353089635927,0.5253398493334879,0.20430706103058502
0.23121676608740582,0.3132014745473197,0.45558175936527445
0.18694376015312938,0.598185518097965,0.21487072174890554
0.19271395058160087,0.5971802714087989,0.21010577800960023
0.5125198009177659,0.3068840262325507,0.1805961728496832
0.6094851782385352,0.21969532057053642,0.17081950119092842
0.5438976408432112,0.2488614497557836,0.20724090940100515
0.19661486735482356,0.2588867619313914,0.5444983707137849
0.5810320281347241,0.2521349011644163,0.16683307070085973
