enhanced_svm_neg,enhanced_svm_neu,enhanced_svm_pos
0.48734791534169364,0.2857834678268868,0.22686861683141954
0.25146091119111547,0.29896054204246664,0.4495785467664179
0.29475871201932247,0.1752271094048791,0.5300141785757984
0.13792456034411835,0.27324150488427973,0.588833934771602
0.3681305417764743,0.4677011108904945,0.1641683473330312
0.27257026423561864,0.534798182693507,0.19263155307087437
0.5818491192077289,0.2695851854208143,0.14856569537145695
0.2422904175767308,0.4132173545647773,0.344492227858492
0.23488386487433932,0.4653404157401797,0.299775719385481
0.33921956175457574,0.3583548491369061,0.30242558910851813
0.26674375679321366,0.5488555003527978,0.18440074285398841
0.3187970623098003,0.32969480616640945,0.3515081315237903
0.6150542466879704,0.24242310601769107,0.14252264729433858
0.4008054374898043,0.36674376771292844,0.23245079479726724
0.33398774366075284,0.4124307738680064,0.2535814824712406
0.10992729754445302,0.3141829351087481,0.5758897673467989
0.44777669571019124,0.3161773557616878,0.2360459485281209
0.27441946702173037,0.2997444030435969,0.4258361299346727
0.25025769632298206,0.3605808752255199,0.389161428451498
0.27368925137630407,0.4929817107185651,0.23332903790513088
0.3871258457441629,0.4587108080988899,0.15416334615694718
0.38057392110047306,0.3175024134717344,0.3019236654277926
0.22062327166490744,0.373789366948205,0.4055873613868876
0.42011382445732126,0.2908090160259958,0.289077159516683
0.3915025613450281,0.45185478082031094,0.15664265783466094
0.18070553829016392,0.348988398316529,0.4703060633933071
0.28138208503140616,0.42104703565272533,0.2975708793158686
0.44676014832151745,0.2960607240205368,0.25717912765794576
0.4051727892833907,0.288889112611066,0.3059380981055433
0.3007743447419315,0.32108056170264204,0.37814509355542647
0.32760351772137725,0.23953273922752732,0.4328637430510953
0.2809603671938285,0.6353894601306483,0.08365017267552326
0.1970851782183023,0.4622543375097399,0.34066048427195783
0.30727564078335673,0.287939182236813,0.4047851769798302
0.25100314341577085,0.28748391217141017,0.4615129444128189
0.19647971924930047,0.4214555800965394,0.38206470065416015
0.5807893509544748,0.2842245685656771,0.134986080479848
0.4176962750595838,0.33117028649230834,0.2511334384481078
0.48764046897952046,0.33696214818438286,0.17539738283609665
0.44461268203896187,0.28580880331592484,0.2695785146451134
0.3196168723855139,0.3436573945027477,0.3367257331117384
0.46492040449003175,0.32580272490529666,0.20927687060467148
0.4300571884163806,0.18154880138118762,0.3883940102024317
0.3179135289731847,0.4773522891270118,0.2047341818998034
0.5928048390935532,0.34814740243863074,0.059047758467816146
0.6191293287063321,0.1980873637758813,0.18278330751778668
0.18346209134603647,0.34132781967275616,0.4752100889812074
0.5974760367818526,0.3189133350690527,0.08361062814909466
0.19581502396633563,0.12989603940707556,0.6742889366265888
0.28350435077558733,0.3594931003383333,0.3570025488860794
0.3258834103605858,0.3441503188341399,0.3299662708052742
0.4002648345939622,0.2613477482237611,0.3383874171822766
0.276177267761989,0.5524043831353674,0.17141834910264347
0.44616926434236903,0.1930325810237032,0.3607981546339278
0.3485316265994632,0.3443846170814653,0.3070837563190714
0.4458084476404384,0.3630064054082872,0.19118514695127442
0.3635166471626274,0.3325412010334181,0.3039421518039545
0.3700952858730149,0.3443162099235491,0.28558850420343596
0.3354816609622391,0.3927857940026229,0.2717325450351379
0.25051870920815456,0.5126984498583279,0.2367828409335175
0.20015441480885385,0.4519079186966085,0.34793766649453767
0.374292625294291,0.42279812454408805,0.202909250161621
0.4532419895743461,0.2968249902580669,0.249933020167587
0.4402501022557603,0.17108545343749687,0.3886644443067429
0.33243433026439656,0.34209929953334217,0.32546637020226116
0.2679136117638671,0.33854863655921347,0.3935377516769195
0.27346873461779386,0.31881192572963374,0.4077193396525723
0.3624683703899597,0.2877754109321125,0.3497562186779278
0.11622695866313434,0.30440621609464846,0.5793668252422173
0.31761877154102375,0.2997888412962488,0.38259238716272737
0.44580512792195953,0.24173889116201971,0.3124559809160209
0.34468006102085474,0.32389536204425023,0.3314245769348951
0.4890593603455525,0.32400684432578375,0.18693379532866375
0.19566124867294715,0.4701317670218575,0.3342069843051954
0.5095383260971853,0.2723143659219261,0.2181473079808886
0.2349115113133719,0.3053399071421556,0.4597485815444725
0.4393046426382203,0.2136540264106669,0.3470413309511129
0.3431678941002788,0.28193011363196624,0.37490199226775484
0.3836285964373563,0.44735860248724374,0.1690128010754
0.22005546238945137,0.3567282960816573,0.4232162415288913
0.5030283973142364,0.3174602122516134,0.1795113904341503
0.35347258173391294,0.43577608670459056,0.21075133156149634
0.365276402319951,0.43428703325723206,0.2004365644228169
0.24231139913437072,0.5545834559457291,0.20310514491990014
0.29022606602128515,0.27734061409787764,0.43243331988083716
0.39557665478733994,0.32802663718837977,0.27639670802428024
0.40480779963273533,0.38065703487384517,0.21453516549341953
0.3779982296625862,0.31645979276141756,0.30554197757599627
0.5352784783655632,0.2675345426040175,0.19718697903041923
0.4285436102887705,0.3427483328100405,0.22870805690118884
0.3659181763160927,0.3677355300372944,0.26634629364661283
0.15305456704133116,0.4091242436674841,0.43782118929118474
0.22007541673418743,0.4703909969330192,0.30953358633279326
0.4781127193328945,0.17054496136053487,0.3513423193065708
0.1787627073258398,0.39117062169269834,0.43006667098146195
0.36289958188984583,0.3134373714449781,0.3236630466651759
0.35443265631266646,0.3021372546272961,0.3434300890600376
0.3264969937840098,0.4125781452453929,0.2609248609705973
0.31698649251966465,0.378172380769632,0.30484112671070335
0.4043216538333578,0.3489601618305795,0.24671818433606277
0.08471166179757987,0.35869119618575424,0.556597142016666
0.17721533944142556,0.2643949638531865,0.5583896967053879
0.2783418734444323,0.5270344808510773,0.19462364570449045
0.32647974852628203,0.3500246922546643,0.3234955592190535
0.23316602940010953,0.5604455378596839,0.20638843274020663
0.17912340757447573,0.44030248719513365,0.38057410523039065
0.15342657630147544,0.2012769051159592,0.6452965185825654
0.3776587498085956,0.40941796996035124,0.21292328023105306
0.3868391826455671,0.4265323861416445,0.1866284312127884
0.1318069427561989,0.16178920509865818,0.7064038521451429
0.3880602906545748,0.31312680122478115,0.29881290812064415
0.4535252551885342,0.16831833359013923,0.37815641122132665
0.47902505000797746,0.2945229431543231,0.22645200683769937
0.3470834017561417,0.35605626368605814,0.29686033455780003
0.42353786115069725,0.37774079569358154,0.19872134315572124
0.341107502736954,0.39429411349358623,0.2645983837694598
0.37202817492391577,0.31602034675765023,0.3119514783184341
0.20671364466195244,0.47000383217004515,0.32328252316800243
0.4696079320733423,0.3713121832367035,0.1590798846899543
0.2546800731868674,0.328886520787423,0.4164334060257096
0.42678131677355785,0.3856544319655292,0.18756425126091286
0.38443888740220233,0.39601404694681014,0.21954706565098747
0.4574278984638263,0.2846253977267584,0.25794670380941537
0.26036955875623535,0.32695023467002265,0.4126802065737421
0.3063875960739158,0.3697826065765181,0.3238297973495661
0.3551009739781894,0.4451638407731419,0.19973518524866868
0.07415035093972562,0.4982198835629,0.42762976549737447
0.2192502377154046,0.42902936894284277,0.3517203933417527
0.40526022584581217,0.2703054644017625,0.3244343097524253
0.3077527240385295,0.41526184739667055,0.27698542856479996
0.2719933618344194,0.5203195062646908,0.20768713190088978
0.1975923276267257,0.3310905470116485,0.47131712536162573
0.40690530848508183,0.41675589877057,0.17633879274434827
0.38887497005036903,0.4084411208552097,0.20268390909442127
0.2938121069560081,0.5783170881519735,0.1278708048920184
0.4017714774454111,0.14864759912141726,0.4495809234331716
0.5522002878832541,0.27126542383775387,0.17653428827899192
0.22677257503569298,0.2879992389438804,0.48522818602042656
0.1581655962510089,0.4670653543041631,0.3747690494448281
0.2551728309898682,0.35346290722476437,0.39136426178536743
0.29108538004150114,0.08950035215741661,0.6194142678010823
0.15805008867283782,0.45399723574066675,0.3879526755864955
0.4848034448214169,0.29363178334194895,0.2215647718366341
0.4092467414562795,0.29988709093744415,0.29086616760627637
0.34936352137731885,0.24288137061782206,0.4077551080048591
0.3423603140106239,0.43586743673698103,0.221772249252395
0.2111739761981019,0.4436645011561611,0.3451615226457371
0.3350911927834707,0.3910133685286165,0.2738954386879128
0.6616378897863772,0.2626968443679997,0.0756652658456231
0.3559845793830046,0.3891847284754401,0.25483069214155524
0.3296567529528217,0.30226183693811276,0.3680814101090657
0.6009168318335152,0.30499803892047295,0.09408512924601188
0.20182048441599082,0.35777039592857496,0.44040911965543417
0.4442443389846414,0.2240409657836132,0.33171469523174546
0.09004449223823226,0.4566114765130902,0.4533440312486775
0.310846416648084,0.2894573256733066,0.3996962576786094
0.2741378964632539,0.3649579698795558,0.3609041336571901
0.3279077016870997,0.6009489446479758,0.07114335366492457
0.3763690514254784,0.4485012354157857,0.17512971315873604
0.6188510538492742,0.27209649449265705,0.10905245165806879
0.38994509432720253,0.35765350482787517,0.2524014008449223
0.28436392046950565,0.410174803333314,0.30546127619718033
0.1547125478341148,0.5573703132510351,0.2879171389148501
0.14256086831871528,0.35990739675516514,0.49753173492611963
0.4300687013451253,0.32940529917013595,0.24052599948473863
0.636954794627914,0.18118463689254422,0.1818605684795417
0.13779356302983783,0.38978713187580466,0.4724193050943576
0.5904729313884188,0.3394757942254543,0.07005127438612689
0.4610317520838076,0.3836136528991607,0.15535459501703172
0.48526346986001745,0.375767028346031,0.13896950179395154
0.42135390863860467,0.34046154637197595,0.23818454498941943
0.23143400238820172,0.3800141958765332,0.38855180173526516
0.15784573433213403,0.43234554197851044,0.4098087236893555
0.27082581275987117,0.3523503875599917,0.376823799680137
0.079713183398889,0.5949311022337002,0.32535571436741084
0.5043764025508894,0.3803425578974991,0.11528103955161137
0.38373674168549987,0.40439236903731496,0.211870889277185
0.23491504944000802,0.3002538602507519,0.46483109030924025
0.29906789285261604,0.3863233694782598,0.31460873766912417
0.4831233950407096,0.3259397682168956,0.19093683674239487
0.2648783699060497,0.31260955693816933,0.4225120731557808
0.3430265994113868,0.3959220008464948,0.2610513997421184
0.39674054342616727,0.470057998061639,0.13320145851219375
0.5953359454506488,0.3553269090711748,0.04933714547817631
0.37538901788736,0.33941264100641577,0.2851983411062243
0.44347060920552417,0.2552258306910008,0.30130356010347514
0.31120670020569624,0.3024463936258061,0.38634690616849754
0.4511304497677363,0.31854696611606115,0.23032258411620246
0.335131920707582,0.3681239332775964,0.2967441460148216
0.5552353506234615,0.3376047746150673,0.10715987476147117
0.33175890616392356,0.18061312961009052,0.4876279642259859
0.4791146059154173,0.35797373161448487,0.1629116624700978
0.18553123513133055,0.12469380794189935,0.68977495692677
0.1265884619854302,0.3763580846214825,0.4970534533930874
0.22659683357123572,0.5091972437793755,0.26420592264938875
0.5211508068993984,0.3174882619162026,0.1613609311843989
0.48906901684261245,0.38886545216066953,0.12206553099671788
0.3637110147397971,0.31322620019442055,0.3230627850657823
0.23023440562951658,0.44601247302191566,0.32375312134856776
0.301519286520592,0.3740159920526422,0.3244647214267659
0.07355671879452869,0.2841233641017051,0.6423199171037662
0.3192584902882205,0.3266488357769826,0.3540926739347968
0.25290433681078534,0.307929008787007,0.4391666544022076
0.45469248926715955,0.36080788075436215,0.18449962997847819
0.34727577052565944,0.3920436893715653,0.26068054010277525
0.34913186898455234,0.3896141289253027,0.26125400209014504
0.5117597158508648,0.3220277880616758,0.16621249608745944
0.3967692951886658,0.23979120345263275,0.36343950135870146
0.4041195731506191,0.1811979906779617,0.41468243617141926
0.28484999229329594,0.2911707097513095,0.42397929795539474
0.2611877473742614,0.22690175317560296,0.5119104994501357
0.2366494842749222,0.41350998460735305,0.34984053111772473
0.25985357798779374,0.3262424716483668,0.41390395036383953
0.26168443817664994,0.1628099917199033,0.5755055701034468
0.41911481717191384,0.23061050199775507,0.350274680830331
0.3458079731062403,0.32109234182167495,0.3330996850720848
0.37361663417103136,0.5345554481640911,0.09182791766487762
0.30891412351262276,0.3738408400944774,0.3172450363928998
0.19305764501887937,0.3276760356055945,0.47926631937552616
0.14889195664845248,0.5669877225876996,0.284120320763848
0.20123343902118676,0.6189237136847894,0.17984284729402383
0.4059238447628786,0.3765513441173195,0.21752481111980182
0.3796748637021771,0.36721655132783493,0.253108584969988
0.5118086099473216,0.3056211891655445,0.18257020088713394
0.1655314836221902,0.30535048260088765,0.5291180337769222
0.42226171220424846,0.37029509657352994,0.2074431912222216
0.495972302750635,0.38437859581358397,0.11964910143578092
0.3404599949474839,0.4766134124898799,0.1829265925626362
0.4161068091095554,0.4050639283707833,0.17882926251966136
0.3635166471626274,0.3325412010334181,0.3039421518039545
0.3342975227653213,0.3516539469604914,0.31404853027418733
0.378695898848827,0.3409575853783581,0.28034651577281494
0.28579137974748825,0.34609408552776794,0.3681145347247437
0.43490665983682786,0.346014960284108,0.21907837987906414
0.40182443806645424,0.3003922439635269,0.29778331797001906
0.45752893672986394,0.2266966816547007,0.3157743816154355
0.3582129252088218,0.3230897487766721,0.31869732601450607
0.2921962765311041,0.16477343016923707,0.5430302932996589
0.5419410992958025,0.27457557347566663,0.1834833272285309
0.3753111931089807,0.39341085374705437,0.2312779531439649
0.3032995406225107,0.4538746614309906,0.24282579794649878
0.21256080897713137,0.7066264831492108,0.08081270787365781
0.4512284401456745,0.3551105617990985,0.19366099805522707
0.41955851791444243,0.30524362184277687,0.2751978602427806
0.24885786973517876,0.5248580993884493,0.2262840308763719
0.18613632891174656,0.44426494802926914,0.3695987230589843
0.4939984436115821,0.4205373507681872,0.08546420562023058
0.3213935700807663,0.36445572427959105,0.31415070563964265
0.33016444419676394,0.2755887722471342,0.39424678355610193
0.2140405110613779,0.4564089819870426,0.32955050695157945
0.32102323582490633,0.3705419429842281,0.30843482119086557
0.15963685249740575,0.5155722166896505,0.32479093081294363
0.31959050923551136,0.4538072219657101,0.22660226879877854
0.37635691578887676,0.466920437944054,0.15672264626706928
0.1409901729591306,0.43150373089140814,0.4275060961494612
0.15919113360833956,0.2310379751219658,0.6097708912696946
0.2853769832990783,0.24773507289858793,0.4668879438023338
0.26942832368331354,0.3158175251155542,0.41475415120113224
0.34021771715077503,0.25345500326690634,0.40632727958231873
0.14227330810800592,0.32640241749497906,0.531324274397015
0.4006298266825536,0.40255342454806387,0.19681674876938254
0.40476271262528096,0.13707704363493983,0.45816024373977926
0.5260733712328934,0.2986116319359334,0.17531499683117324
0.29162585693055154,0.6435112418279219,0.06486290124152672
0.2404466856187773,0.4178486438504978,0.34170467053072495
0.2780713572623532,0.21550620436153925,0.5064224383761077
0.09509207986695971,0.24477886267554852,0.6601290574574917
0.4544670328756855,0.34454409250131685,0.20098887462299764
0.3265564184779425,0.3373983444851447,0.3360452370369128
0.3187679463716233,0.17084824211712932,0.5103838115112475
0.38778247872426475,0.36940918884549373,0.2428083324302415
0.437814205182861,0.37184809958081844,0.19033769523632046
0.20835220816058425,0.4379745572954048,0.35367323454401095
0.2703873140331904,0.34232128387168625,0.3872914020951234
0.394674728072288,0.5419477112067691,0.06337756072094299
0.41782145218229433,0.27712806248028743,0.30505048533741824
0.21642424430207938,0.5714191994537111,0.21215655624420945
0.26152822443383894,0.3287813791447148,0.40969039642144617
0.46004549480668877,0.3083528314498182,0.23160167374349305
0.27167238162770974,0.5709059981052508,0.15742162026703946
0.4835032379496079,0.30632011808720216,0.2101766439631898
0.5719466130733742,0.36716387013045715,0.060889516796168566
0.17774825681396642,0.2834310751706403,0.5388206680153933
0.39621378405647206,0.3135420915744098,0.2902441243691182
0.25211239281297276,0.2914268421246088,0.4564607650624185
0.2925701697832502,0.4896944156410788,0.217735414575671
0.28167736834405116,0.30304931615044806,0.4152733155055008
0.3394817851435861,0.47419614200765653,0.18632207284875738
0.19512474092926024,0.31791796112680665,0.486957297943933
0.3646491701189882,0.31312071326360674,0.32223011661740497
0.44626720135691333,0.2777450833421994,0.2759877153008872
0.2911217862824369,0.41672911817131025,0.2921490955462528
0.4750395225408606,0.3576222881927401,0.16733818926639937
0.45585884928853204,0.31928140532060684,0.2248597453908611
0.28392254701421743,0.33288333092901445,0.383194122056768
0.4072656042622126,0.20036662775214595,0.39236776798564155
0.34101867191569707,0.43365389295488455,0.22532743512941833
0.3464731297233653,0.3349434727481553,0.3185833975284795
0.312183169792574,0.3770617518767022,0.3107550783307238
0.25008473094892125,0.3995807857858474,0.3503344832652315
0.3204650499078761,0.37718384549475603,0.3023511045973678
0.24149034760574598,0.36254997610791345,0.39595967628634043
0.3958770008942902,0.4149588755228183,0.18916412358289145
0.11221803054750454,0.26977896457226824,0.6180030048802272
0.14072236368406796,0.30569125741574094,0.5535863789001911
0.31548582953360793,0.34165255279100043,0.3428616176753916
0.17704219406552713,0.3492743776681765,0.4736834282662965
0.28777502087669027,0.26965881450912205,0.4425661646141875
0.36647497978694554,0.2864440470544876,0.3470809731585668
0.4412281093076059,0.36624230638131255,0.19252958431108155
0.13082308358263567,0.3062634521586619,0.5629134642587025
0.2157902856131208,0.46926117263854644,0.31494854174833276
0.4098033198083029,0.22263514799337228,0.36756153219832477
0.5867473927986985,0.2784619083342147,0.13479069886708678
0.37033288443376244,0.4167620042788173,0.21290511128742032
0.5704758485837704,0.28275641292108444,0.14676773849514516
0.07713607068556726,0.3041723400882099,0.6186915892262229
0.28461766348187656,0.38214025394456824,0.3332420825735553
0.4205460108184997,0.36822256695472155,0.21123142222677882
0.20867785456304522,0.3249146478846996,0.46640749755225513
0.4539785109376317,0.34745363949225755,0.19856784957011075
0.2718368868763803,0.31440700629869595,0.41375610682492375
0.5144841941908074,0.2703282239324338,0.21518758187675877
0.5094922321788131,0.3015784589283389,0.18892930889284804
0.05101139176384954,0.5698168828932577,0.37917172534289273
0.4755448987149622,0.2720678016461685,0.2523872996388694
0.38118360722491995,0.5055102148540291,0.11330617792105091
0.307693842395403,0.37107939583178456,0.32122676177281256
0.43303584959844027,0.33894854907938726,0.22801560132217258
0.2772677061017137,0.23343845028645183,0.48929384361183453
0.22579962587891028,0.27882786153103467,0.49537251259005516
